id,clee,nom_estab,nombre_act,per_ocu,nom_vial,cod_postal,entidad,municipio,localidad
7872609,19019621113001081000000000U8,INSTITUTO DERMATOLOGICO Y COSMETICA,Consultorios de medicina especializada del sector privado,0 a 5 personas,RIO AMAZONAS,66220,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
3025396,19039621113009031000000000U3,INSTITUTO MEDICO LASER,Consultorios de medicina especializada del sector privado,0 a 5 personas,MOZART,64060,NUEVO LEÓN   ,Monterrey,Monterrey
3017290,19011621112000022000000000U2,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Clínicas de consultorios médicos del sector público,11 a 30 personas,PUEBLA,65900,NUEVO LEÓN   ,Cerralvo,Ciudad Cerralvo
3007886,19005622112000022001000000U3,INSTITUTO MEXICANO DEL SEGURO SOCIAL CLINICA NO. 48,Clínicas de consultorios médicos del sector público,6 a 10 personas,MONTERREY-COLOMBIA,65030,NUEVO LEÓN   ,Anáhuac,Anáhuac
3041336,19017622112000052010000000U5,INSTITUTO MEXICANO DEL SEGURO SOCIAL UNIDAD DE MEDICINA FAMILIAR NUMERON53,Clínicas de consultorios médicos del sector público,11 a 30 personas,DURANGO,67850,NUEVO LEÓN   ,Galeana,Galeana
8997071,19019621111001223000000000U0,INSTITUTO PARA LA SALUD DEL NIÑO Y DEL ADOLEENTE,Consultorios de medicina general del sector privado,11 a 30 personas,BATALLON SAN PATRICIO,66270,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
3024873,19039621113011292011000000U7,INSTITUTO RAMIREZ MONTAÑANA,Consultorios de medicina especializada del sector privado,11 a 30 personas,LOMA GRANDE,64710,NUEVO LEÓN   ,Monterrey,Monterrey
9369881,19046621113001453000000000U2,INSTITUTO VIDAURRI DE OJOS,Consultorios de medicina especializada del sector privado,11 a 30 personas,UNIVERSIDAD,66447,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
9290814,19006621113000181000000000U4,INTEGRAL MEDIC,Consultorios de medicina especializada del sector privado,0 a 5 personas,ARCO VIAL,66605,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca
8855544,19039621113018541000000000U0,INTEGRAL METABOLTONIC CENTER,Consultorios de medicina especializada del sector privado,0 a 5 personas,NINGUNO,64988,NUEVO LEÓN   ,Monterrey,Monterrey
3000213,19038621111000091000000000U2,INTITUTO DE SALUD SANARE,Consultorios de medicina general del sector privado,0 a 5 personas,ABASOLO,67500,NUEVO LEÓN   ,Montemorelos,Montemorelos
7527133,19021621111000881000000000U2,ITCHY BITSI SPA,Consultorios de medicina general del sector privado,0 a 5 personas,BENITO JUAREZ,66054,NUEVO LEÓN   ,General Escobedo,Ciudad General Escobedo
9102690,19039621113021772000000000U6,JAV CIRUGIA PLASTICA & MEDI SPA,Consultorios de medicina especializada del sector privado,6 a 10 personas,PEÑOLES,64040,NUEVO LEÓN   ,Monterrey,Monterrey
2971026,19039621111005261000000000U4,JCONSULTORIO MEDICO ORGE VILLARREAL GONZALEZ,Consultorios de medicina general del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8812575,19039621113020891000000000U5,JOSE FERNANDO GONGORA RIVERA,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8411134,19039621112000433000000000U2,JURIDICCION SANITARIA AMERICA II,Consultorios de medicina general del sector público,11 a 30 personas,MARIA DE JESUS DOS AMANTES,64730,NUEVO LEÓN   ,Monterrey,Monterrey
3041675,19039621112000031000000000U4,JURISDICCION SANITARIA NUMERO 3 REPUBLICA,Clínicas de consultorios médicos del sector público,0 a 5 personas,PLAZA DE TUXTEPEC,64900,NUEVO LEÓN   ,Monterrey,Monterrey
8648969,19026621111002231000000000U7,KALUNI SPA,Consultorios de medicina general del sector privado,0 a 5 personas,PASEO DE LAS AMERICAS,67173,NUEVO LEÓN   ,Guadalupe,Guadalupe
8667216,19039621113016452000000000U2,KANGU   PEDIATRAS,Consultorios de medicina especializada del sector privado,6 a 10 personas,PASEO DE LOS LEONES,64346,NUEVO LEÓN   ,Monterrey,Monterrey
2975126,19046621111001571000000000U5,KAROLCO SERVICIOS MEDICOS,Consultorios de medicina general del sector privado,0 a 5 personas,MORENITA MIA,66420,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
9340158,19019621113001942000000000U1,KHROMA ESPECIALISTAS EN VISION,Consultorios de medicina especializada del sector privado,6 a 10 personas,MANUEL GOMEZ MORIN,,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
2971108,19039621113012502000000000U8,KONIGSBERG PEDIATRICS HEALT Y FITNESS,Consultorios de medicina especializada del sector privado,6 a 10 personas,SIERRA MADRE,64060,NUEVO LEÓN   ,Monterrey,Monterrey
2999399,19004621113000061000000000U3,KRISTY MEDICAL EYE CENTER,Consultorios de medicina especializada del sector privado,0 a 5 personas,GUADALUPE VICTORIA,67350,NUEVO LEÓN   ,Allende,Ciudad de Allende
3011477,19046621113000371000000000U7,LA CASA DE LA ALERGIA,Consultorios de medicina especializada del sector privado,0 a 5 personas,4,66460,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
8498484,19046621111001821000000000U4,LA PAZ MEDICAL CENTER,Consultorios de medicina general del sector privado,0 a 5 personas,TIZAPAN,66457,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
9291578,19039621112000471000000000U2,LABORATORIO CONSULTORIA MEDICO CARDIOVASCULAR,Consultorios de medicina general del sector público,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
2965799,19039621111001541000000000U3,LABORATORIO SANTILLAN,Consultorios de medicina general del sector privado,0 a 5 personas,AZTLAN,64140,NUEVO LEÓN   ,Monterrey,Monterrey
3009065,19039621113007231000000000U1,LABORATORIO Y GINECOLOGIA INTEGRAL SAN SEBASTIAN,Consultorios de medicina especializada del sector privado,0 a 5 personas,RODRIGO GOMEZ,64190,NUEVO LEÓN   ,Monterrey,Monterrey
3025351,19039621113014251000000000U0,LASER CENTER MONTERREY,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
2937912,19026621113000251000000000U3,LASER DIAGNOSTICO Y TRATAMIENTO OFTALMOLOGICO ESPECIALIZADO,Consultorios de medicina especializada del sector privado,0 a 5 personas,LICENCIADO FRANCISCO DE BARBADILLO,67100,NUEVO LEÓN   ,Guadalupe,Guadalupe
2971665,19039532299000402010000000U0,LASER OCULAR HIDALGO,Consultorios de medicina especializada del sector privado,6 a 10 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8997087,19039621113020752000000000U9,LASER PLUS MONTERREY,Consultorios de medicina especializada del sector privado,6 a 10 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
6800494,19046621113001291000000000U6,LASER VISION SAN NICOLAS,Consultorios de medicina especializada del sector privado,0 a 5 personas,UNIVERSIDAD,66420,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
2990539,19039621111004961000000000U0,LIC. SHEILA GARZA MENDOZA,Consultorios de medicina general del sector privado,0 a 5 personas,CORPUS CHRISTI,64710,NUEVO LEÓN   ,Monterrey,Monterrey
9288409,19039621113023241000000000U0,LIFE MEDICINA HIPERBARICA,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
2979251,19026621491000031010000000U9,LINFO VEIN SOLUTIONS,Consultorios de medicina especializada del sector privado,0 a 5 personas,VISTA REGIA,67130,NUEVO LEÓN   ,Guadalupe,Guadalupe
2957905,19048621111000291001000000U7,LOMA TALI SERVICIO MEDICO Y ESPECIALIDADES,Consultorios de medicina general del sector privado,6 a 10 personas,SAN MIGUEL ARCANGEL,66374,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina
8712864,19046621113001301000000000U3,LYSDER CENTRO GERIATRICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,BENITO JUAREZ,66400,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
8778039,19033621111000321000000000U4,M H  MEDICINA GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,CORREGIDORA,67700,NUEVO LEÓN   ,Linares,Linares
8413191,19039621111009411000000000U1,MAIKA MEDICAL CENTER,Consultorios de medicina general del sector privado,0 a 5 personas,ADOLFO RUIZ CORTINES,64346,NUEVO LEÓN   ,Monterrey,Monterrey
3025307,19039621113010201000000000U9,MARIA DEL RAYO CRIPIN ROGRIGUEZ,Consultorios de medicina especializada del sector privado,0 a 5 personas,CONSTITUCION,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8778783,19039621111007791000000000U8,MDS WELLDNESS CENTER,Consultorios de medicina general del sector privado,0 a 5 personas,DOCTOR ROBERTO J. CANTU,64710,NUEVO LEÓN   ,Monterrey,Monterrey
8712118,19006621111001012000000000S4,MED VITA,Consultorios de medicina general del sector privado,6 a 10 personas,CARRETERA A SANTA ROSA,66612,NUEVO LEÓN   ,Apodaca,Fraccionamiento Cosmópolis Octavo Sector
7962355,19021621111000761000000000U6,MEDI KIDS PEDIATRA,Consultorios de medicina general del sector privado,0 a 5 personas,BENITO JUAREZ,66054,NUEVO LEÓN   ,General Escobedo,Ciudad General Escobedo
2930158,19021621113000142001000000U5,MEDICA ELISEO,Consultorios de medicina general del sector privado,6 a 10 personas,CARRETERA A COLOMBIA,66550,NUEVO LEÓN   ,General Escobedo,Ciudad General Escobedo
3019520,19039621111001661000000000U9,MÉDICA INTEGRAL CARISMAS,Consultorios de medicina especializada del sector privado,0 a 5 personas,ADOLFO RUIZ CORTINES,64339,NUEVO LEÓN   ,Monterrey,Monterrey
8436539,19018621111000381000000000U9,MEDICA INTEGRAL VALLE,Consultorios de medicina general del sector privado,0 a 5 personas,ABRAHAM LINCOLN,66023,NUEVO LEÓN   ,García,Valle de Lincoln
8795591,19039621113018423000000000U1,MEDICA OBISPADO,Consultorios de medicina especializada del sector privado,11 a 30 personas,DOCTOR ENRIQUE PEÑA,64710,NUEVO LEÓN   ,Monterrey,Monterrey
6372444,19025621113000026002008667S1,MÉDICA PROFESIONAL INTEGRAL,Consultorios de medicina especializada del sector privado,11 a 30 personas,AUTOPISTA LAREDO ,65550,NUEVO LEÓN   ,General Zuazua,Milimex Cienega de Flores [Parque Industrial]
2961943,19039621113014411000000000U0,MEDICA REAL,Consultorios de medicina especializada del sector privado,0 a 5 personas,REAL CUMBRES,64346,NUEVO LEÓN   ,Monterrey,Monterrey
2965128,19039621111005171001000000U5,MEDICA SAN JERONIMO,Consultorios de medicina general del sector privado,6 a 10 personas,ANILLO PERIFERICO,64630,NUEVO LEÓN   ,Monterrey,Monterrey
3036874,19039621111001931000000000U6,MEDICA SAN MIGUEL,Consultorios de medicina general del sector privado,0 a 5 personas,TABACALERA,64100,NUEVO LEÓN   ,Monterrey,Monterrey
2983546,19026621111001671000000000U5,MEDICA SAN PEDR0,Consultorios de medicina general del sector privado,0 a 5 personas,CAMINO DE SAN PEDRO,66110,NUEVO LEÓN   ,Guadalupe,Guadalupe
2951038,19021621111000471000000000U2,MEDICA SANTA CRUZ,Consultorios de medicina general del sector privado,0 a 5 personas,UNION,66070,NUEVO LEÓN   ,General Escobedo,Ciudad General Escobedo
3019466,19039621111005491001000000U7,MEDICA VALLE,Consultorios de medicina general del sector privado,6 a 10 personas,ADOLFO RUIZ CORTINES,64339,NUEVO LEÓN   ,Monterrey,Monterrey
6446979,19039621111003632000000000U8,MEDICA VIAL,Consultorios de medicina general del sector privado,6 a 10 personas,TERRANOVA,64600,NUEVO LEÓN   ,Monterrey,Monterrey
2963236,19039621113013704000000000U9,MEDICA Y DENTAL TM,Consultorios de medicina especializada del sector privado,31 a 50 personas,ABRAHAM LINCOLN,64300,NUEVO LEÓN   ,Monterrey,Monterrey
8696169,19039621111007641000000000U5,MEDICAL DOCTOR MEDICINA GENERAL E INTERNA,Consultorios de medicina general del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8441423,19026621113000981000000000U5,MEDICAL ESPECIAL KIMEDIC,Consultorios de medicina especializada del sector privado,0 a 5 personas,PASEO DE LAS AMERICAS,67173,NUEVO LEÓN   ,Guadalupe,Guadalupe
8696073,19039621111007621000000000U7,MEDICAL INTELLIGENCE,Consultorios de medicina general del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
7562540,19048621113000151000000000U9,MEDICAL KIDS,Consultorios de medicina especializada del sector privado,0 a 5 personas,SAN JOSE,66120,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina
2955000,19018621111000201000000000U9,MEDICAL LOMAS,Consultorios de medicina general del sector privado,0 a 5 personas,PROLONGACIÓN RUIZ CORTINES,,NUEVO LEÓN   ,García,Mitras Poniente
3016028,19048621111000262001051022M8,MEDICENTRO CORPORACIÓN MÉDICA DEL PONIENTE,Consultorios de medicina general del sector privado,11 a 30 personas,CENTRAL,66360,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina
3038180,19046621111000601000000000U1,MEDICINA GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,JACARANDA,66448,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
3012677,19044621111000071000000000U2,MEDICINA GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,MIER Y TERAN,65200,NUEVO LEÓN   ,Sabinas Hidalgo,Ciudad Sabinas Hidalgo
2936506,19046621111000461000000000U0,MEDICINA GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,FRAY BARTOLOME DE LAS CASAS,66458,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
7636446,19009621111000141000000000U6,MEDICINA GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,MIGUEL HIDALGO,67480,NUEVO LEÓN   ,Cadereyta Jiménez,Cadereyta Jiménez
2917140,19039621111001291000000000U5,MEDICINA GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,JOSE MARIA PINO SUAREZ,64000,NUEVO LEÓN   ,Monterrey,Monterrey
8695547,19039621111007531000000000U8,MEDICINA GENERAL MEDICINA INTERNA,Consultorios de medicina general del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
2924506,19039621111003461000000000U2,MEDICINA GENERAL Y FAMILIAR,Consultorios de medicina general del sector privado,0 a 5 personas,ALFONSO REYES,64470,NUEVO LEÓN   ,Monterrey,Monterrey
8976336,19048621113000141000000000U0,MEDICINA INTEGRAL CLINICA CUMBRES,Consultorios de medicina especializada del sector privado,0 a 5 personas,NINGUNO,66367,NUEVO LEÓN   ,Santa Catarina,Finsa Santa Catarina [Parque Industrial]
2971044,19039621111004731000000000U7,MEDICINA INTERNA,Consultorios de medicina general del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8830235,19039621113018571000000000U7,MEDICINA INTERNA,Consultorios de medicina especializada del sector privado,0 a 5 personas,SIERRA MADRE,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8696115,19039621391001031000000000U3,MEDICINA INTERNA ENDOCRINOLOGIA,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8696168,19039621113017181000000000U6,MEDICINA INTERNA ENDOCRONOLOGIA CLINICA,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
3024993,19039621113008871000000000U3,MEDICINA INTERNA Y GENERAL,Consultorios de medicina especializada del sector privado,0 a 5 personas,AVENIDA DE LA CLINICA,64710,NUEVO LEÓN   ,Monterrey,Monterrey
2931326,19026621113000571000000000U4,MEDICINA Y CAPACITACION PARA EL TRANSPORTE,Consultorios de medicina general del sector privado,0 a 5 personas,ARBOLEDA,67130,NUEVO LEÓN   ,Guadalupe,Guadalupe
2946611,19006621111000591000000000U8,MEDICINA Y SALUD,Consultorios de medicina general del sector privado,0 a 5 personas,FOBOS,66612,NUEVO LEÓN   ,Apodaca,Fraccionamiento Cosmópolis Octavo Sector
8391637,19039621113019281000000000U2,MEDICO CIRUJANO GASTROINTESTINAL,Consultorios de medicina especializada del sector privado,0 a 5 personas,ECUADOR,64630,NUEVO LEÓN   ,Monterrey,Monterrey
6217606,19006621111000221000000000U2,MEDICO DE FARMACIAS SIMILARES,Consultorios de medicina general del sector privado,0 a 5 personas,JAZMIN,66415,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca
8524296,19039621115000191000000000U9,MEDICO EPIDERMOLOGO,Clínicas de consultorios médicos del sector privado,0 a 5 personas,PORFIRIO DIAZ,64000,NUEVO LEÓN   ,Monterrey,Monterrey
2935770,19026621113000491000000000U5,MEDICO ESPECIALISTA,Consultorios de medicina general del sector privado,0 a 5 personas,GENERAL PLUTARCO ELIAS CALLES,67150,NUEVO LEÓN   ,Guadalupe,Guadalupe
2980296,19026621111001441000000000U3,MEDICO FAMILIAR,Consultorios de medicina general del sector privado,0 a 5 personas,GUADALUPE,67100,NUEVO LEÓN   ,Guadalupe,Guadalupe
8648738,19039621111009331000000000U1,MEDICO GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,CAPITAN MARIANO AZUETA,64800,NUEVO LEÓN   ,Monterrey,Monterrey
3032292,19013621111000031000000000U1,MEDICO GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,VICENTE GUERRERO,67050,NUEVO LEÓN   ,China,China
8805611,19039621111008391000000000U6,MEDICO GENERAL CONSULTORIO FARMACIAS BENAVIDES,Consultorios de medicina general del sector privado,0 a 5 personas,REVOLUCION,67173,NUEVO LEÓN   ,Monterrey,Monterrey
2935196,19046621398000141000000000U1,MEDICO HOMEOPATA,Consultorios de medicina general del sector privado,0 a 5 personas,CENTRAL,66450,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
8812469,19039621111009261000000000U0,MEDICO INTERNISTA,Consultorios de medicina general del sector privado,0 a 5 personas,ECUADOR,64630,NUEVO LEÓN   ,Monterrey,Monterrey
8997248,19039621113020841000000000U0,MEDICO INTERNISTA,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8391396,19039621113018941000000000U2,MEDICO NEUROCIRUJANO,Consultorios de medicina especializada del sector privado,0 a 5 personas,ECUADOR,64630,NUEVO LEÓN   ,Monterrey,Monterrey
7657638,19046621113001411000000000U0,MEDICO PEDIATRA,Consultorios de medicina especializada del sector privado,0 a 5 personas,LICENCIADO ADOLFO RUIZ CORTINES,66490,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
2971154,19039621113009151000000000U9,MEDICO PEDIATRA,Consultorios de medicina especializada del sector privado,0 a 5 personas,BELISARIO DOMINGUEZ,64060,NUEVO LEÓN   ,Monterrey,Monterrey
8288388,19039621113019441000000000U2,MEDICO PEDIATRA,Consultorios de medicina especializada del sector privado,0 a 5 personas,MARIANO MATAMOROS,64000,NUEVO LEÓN   ,Monterrey,Monterrey
8745035,19031621111000441000000000U4,MEDICO SIMILARES,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA DEL RIO,67258,NUEVO LEÓN   ,Juárez,Ciudad Benito Juárez
2976696,19046621111001241000000000U5,MEDICOS ASOCIADOS,Consultorios de medicina general del sector privado,0 a 5 personas,LAS PUENTES,66460,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
3028748,19019621113000463000000000U9,MEDIPIEL SERVICIO DE SALUD,Consultorios de medicina especializada del sector privado,11 a 30 personas,JOSE VASCONCELOS,66260,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
7872504,19039621113019581000000000U5,MEICMZ,Consultorios de medicina especializada del sector privado,0 a 5 personas,SENDERO DEL DORADO,64988,NUEVO LEÓN   ,Monterrey,Monterrey
3025369,19039621113009571000000000U8,MELIUS,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
2946727,19006621111000881000000000U3,MEMORIAL HOSPITAL,Consultorios de medicina general del sector privado,0 a 5 personas,BOYERO,66612,NUEVO LEÓN   ,Apodaca,Fraccionamiento Cosmópolis Octavo Sector
7988821,19039621113020451000000000U8,MEREDITH LOPEZ RINCON,Consultorios de medicina especializada del sector privado,0 a 5 personas,AVENIDA DE LA CLINICA,64710,NUEVO LEÓN   ,Monterrey,Monterrey
3010204,19039622311000321000000000U6,METROCLINICA,Consultorios de medicina general del sector privado,0 a 5 personas,ABRAHAM LINCOLN,64190,NUEVO LEÓN   ,Monterrey,Monterrey
6371782,19019621113000411001006081S8,MICROTRANSPEL,Clínicas de consultorios médicos del sector privado,0 a 5 personas,SAN PEDRO,66220,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
3025261,19039621113008901000000000U8,MIGUEL A ESPARZA ARECHIAGA,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
9283228,19019621111001551000000000U4,MIRECETADIGITAL,Consultorios de medicina general del sector privado,0 a 5 personas,LAZARO CARDENAS,66266,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
9311469,19039621113023121000000000U4,MIS PEDRIATRA,Consultorios de medicina especializada del sector privado,0 a 5 personas,NINGUNO,64988,NUEVO LEÓN   ,Monterrey,Monterrey
2914909,19047621112000011000000000U9,MODLO DE COSULTA DE LA SECCION 50 DE MAESTROS,Consultorios de medicina general del sector público,0 a 5 personas,FELIPE GUERRA,65600,NUEVO LEÓN   ,Hidalgo,Hidalgo
3012082,19044621112000022001000000U3,MODULO BELLA VISTA,Consultorios de medicina general del sector público,11 a 30 personas,PABLO LIVAS,65270,NUEVO LEÓN   ,Sabinas Hidalgo,Ciudad Sabinas Hidalgo
3042888,19026621111001124000000000U5,MODULO CONSULTA EXTERNA  GUADALUPE SECCION 50,Clínicas de consultorios médicos del sector público,31 a 50 personas,PASEO DEL VALLE,67140,NUEVO LEÓN   ,Guadalupe,Guadalupe
3054834,19007621111000011000000000U1,MODULO D CONSULTA EXTERNA,Consultorios de medicina general del sector público,0 a 5 personas,NINGUNO,67940,NUEVO LEÓN   ,Aramberri,Aramberri
3054844,19005621111000062001000000U2,MÓDULO DE CONSULTA EXTERNA ANAHUAC,Consultorios de medicina general del sector público,6 a 10 personas,SORGO,65032,NUEVO LEÓN   ,Anáhuac,Anáhuac
3054841,19051621112000011000000000U1,MODULO DE CONSULTA EXTERNA DE LA SECCION 50 VILLALDAMA,Consultorios de medicina general del sector público,0 a 5 personas,5 DE MAYO,65350,NUEVO LEÓN   ,Villaldama,Ciudad de Villaldama
2954352,19018621112000042000000000U5,MODULO DE CONSULTA EXTERNA DEL SNTE SECCION 50,Consultorios de medicina general del sector público,6 a 10 personas,HACIENDA SAN JUAN BAUTISTA,66003,NUEVO LEÓN   ,García,García
2942486,19006621112000151001000000U9,"MODULO DE CONSULTA EXTERNA LAS MARGARITAS APODACA, NL SNTE SECCION 50",Consultorios de medicina general del sector público,11 a 30 personas,ORQUIDEA,66647,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca
2975074,19046621111001134011000000U2,MODULO DE CONSULTA EXTERNA SAN NICOLAS SECCION 50,Consultorios de medicina general del sector público,31 a 50 personas,SENDERO NORTE,66420,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza
8261717,19033621116000034000000000U2,MODULO DE CONSULTA SECCION 50 SNTE,Clínicas de consultorios médicos del sector público,31 a 50 personas,VICENTE SUAREZ,67778,NUEVO LEÓN   ,Linares,Linares
3000986,19033621112000021000000000U8,MODULO DE PROTECCION Y MEDICINA PREVENTIVA,Consultorios de medicina general del sector público,0 a 5 personas,PABLO SALCE ARREDONDO,67700,NUEVO LEÓN   ,Linares,Linares
8039027,19019621113001642000000000U7,MOLDER&SKIN ASSTHETIC SOLUTIONS,Consultorios de medicina especializada del sector privado,6 a 10 personas,RIO ROSAS,66220,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
2982168,19026621113000851000000000U0,MOM AND BABY CARE,Consultorios de medicina especializada del sector privado,0 a 5 personas,ELOY CAVAZOS,67170,NUEVO LEÓN   ,Guadalupe,Guadalupe
6215341,19039621111005301010000000U8,MONTPELLIER CLINIQUE,Consultorios de medicina especializada del sector privado,0 a 5 personas,CORPUS CHRISTI,64710,NUEVO LEÓN   ,Monterrey,Monterrey
2991109,19019621111000411001000000U2,MTC ASESORES NUTRICIONALES,Consultorios de medicina general del sector privado,6 a 10 personas,RIO PANUCO,66220,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
3024444,19019621113000291000000000U4,MUD SUN,Consultorios de medicina general del sector privado,0 a 5 personas,RIO GUADALQUIVIR,66220,NUEVO LEÓN   ,San Pedro Garza García,San Pedro Garza García
6372817,19039621111003793012008746M8,MUGUERCITA,Clínicas de consultorios médicos del sector privado,11 a 30 personas,CALLE DE LOS COLONOS,64209,NUEVO LEÓN   ,Monterrey,Monterrey
9302302,19033621113000201000000000U4,MULTIMEDIOS,Consultorios de medicina especializada del sector privado,0 a 5 personas,RODRIGO GOMEZ,67720,NUEVO LEÓN   ,Linares,Linares
8795596,19039621113018441000000000U3,MURIEL PADILLA LEAL,Consultorios de medicina general del sector privado,0 a 5 personas,DOCTOR ROBERTO J. CANTU,64710,NUEVO LEÓN   ,Monterrey,Monterrey
7787459,19039621113020691000000000U9,MY CARE,Consultorios de medicina especializada del sector privado,0 a 5 personas,PASEO DE LOS LEONES,64610,NUEVO LEÓN   ,Monterrey,Monterrey
8437143,19039621111009451000000000U7,MY CLINICA,Consultorios de medicina general del sector privado,0 a 5 personas,CARRETERA NACIONAL,64988,NUEVO LEÓN   ,Monterrey,Monterrey
3025378,19039621113008451000000000U4,NAPOLEON ANTONIO HUESCA MARIÑO,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,64060,NUEVO LEÓN   ,Monterrey,Monterrey
9277648,19039621113023211000000000U3,NATUR  HOUSE,Consultorios de medicina especializada del sector privado,0 a 5 personas,PUERTA DE HIERRO,64349,NUEVO LEÓN   ,Monterrey,Monterrey
9314376,19039621113023201000000000U4,NATURGY,Consultorios de medicina especializada del sector privado,0 a 5 personas,RODRIGO GOMEZ,64280,NUEVO LEÓN   ,Monterrey,Monterrey
3050878,19006621111000761000000000U7,NCD CENTRO MEDICO METROPLEX,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA DE LA CONCORDIA,66612,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca
8778534,19039621111007771000000000U0,NCR CENTRO MEDICO,Consultorios de medicina general del sector privado,0 a 5 personas,PASEO DE LA HACIENDA,64988,NUEVO LEÓN   ,Monterrey,Monterrey
8812545,19039621111009271000000000U9,NEARMED,Consultorios de medicina general del sector privado,0 a 5 personas,GUSTAVO DIAZ ORDAZ,64650,NUEVO LEÓN   ,Monterrey,Monterrey
